Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2014;Articulo;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;837;NA;NA;NA;NA;NA;NA;Nacional
2014;Articulo;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3097;NA;NA;NA;NA;NA;Nacional
2014;Articulo;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;4151;NA;NA;NA;NA;NA;NA;NA;Nacional
2014;Articulo;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2292;NA;NA;NA;NA;Nacional
2014;Articulo;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;2129;NA;NA;NA;NA;NA;NA;Bogotá
2014;Articulo;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3486;NA;NA;NA;NA;NA;Bogotá
2014;Articulo;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;5709;NA;NA;NA;NA;NA;NA;NA;Bogotá
2014;Articulo;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1987;NA;NA;NA;NA;Bogotá
2014;Articulo;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;106;NA;NA;NA;NA;NA;NA;Bolívar
2014;Articulo;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;194;NA;NA;NA;NA;NA;Bolívar
2014;Articulo;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;296;NA;NA;NA;NA;NA;NA;NA;Bolívar
2014;Articulo;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;NA;NA;NA;Bolívar
2014;Articulo;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;NA;NA;NA;NA;NA;NA;Boyacá
2014;Articulo;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;NA;NA;NA;NA;NA;Boyacá
2014;Articulo;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;225;NA;NA;NA;NA;NA;NA;NA;Boyacá
2014;Articulo;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;Boyacá
2014;Articulo;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;145;NA;NA;NA;NA;NA;NA;Caldas
2014;Articulo;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;NA;NA;NA;NA;NA;Caldas
2014;Articulo;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;303;NA;NA;NA;NA;NA;NA;NA;Caldas
2014;Articulo;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;NA;NA;NA;NA;Caldas
2014;Articulo;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;Caquetá
2014;Articulo;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;Caquetá
2014;Articulo;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;Caquetá
2014;Articulo;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;Caquetá
2014;Articulo;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;82;NA;NA;NA;NA;NA;NA;Cauca
2014;Articulo;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;NA;NA;NA;NA;Cauca
2014;Articulo;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;157;NA;NA;NA;NA;NA;NA;NA;Cauca
2014;Articulo;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;NA;NA;NA;NA;Cauca
2014;Articulo;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;Cesar
2014;Articulo;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;Cesar
2014;Articulo;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;Cesar
2014;Articulo;20;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;Cesar
2014;Articulo;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;NA;NA;NA;NA;NA;NA;Córdoba
2014;Articulo;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;103;NA;NA;NA;NA;NA;Córdoba
2014;Articulo;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;171;NA;NA;NA;NA;NA;NA;NA;Córdoba
2014;Articulo;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;NA;NA;NA;NA;Córdoba
2014;Articulo;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;133;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Articulo;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;143;NA;NA;NA;NA;NA;Cundinamarca
2014;Articulo;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;264;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2014;Articulo;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;NA;NA;NA;NA;Cundinamarca
2014;Articulo;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;Chocó
2014;Articulo;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;Chocó
2014;Articulo;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;Chocó
2014;Articulo;27;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;NA;NA;NA;Chocó
2014;Articulo;41;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;Huila
2014;Articulo;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;NA;NA;NA;NA;NA;Huila
2014;Articulo;41;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;Huila
2014;Articulo;41;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;Huila
2014;Articulo;44;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;Guajira
2014;Articulo;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;NA;NA;NA;Guajira
2014;Articulo;44;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;Guajira
2014;Articulo;44;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;Guajira
2014;Articulo;47;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;NA;NA;NA;NA;NA;NA;Magdalena
2014;Articulo;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;NA;NA;NA;NA;NA;Magdalena
2014;Articulo;47;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;137;NA;NA;NA;NA;NA;NA;NA;Magdalena
2014;Articulo;47;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;Magdalena
2014;Articulo;5;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;796;NA;NA;NA;NA;NA;NA;Antioquia
2014;Articulo;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1311;NA;NA;NA;NA;NA;Antioquia
2014;Articulo;5;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;2111;NA;NA;NA;NA;NA;NA;NA;Antioquia
2014;Articulo;5;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;706;NA;NA;NA;NA;Antioquia
2014;Articulo;50;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;Meta
2014;Articulo;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;Meta
2014;Articulo;50;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;Meta
2014;Articulo;50;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;Meta
2014;Articulo;52;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;NA;NA;NA;NA;NA;NA;Narińo
2014;Articulo;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;NA;NA;NA;NA;NA;Narińo
2014;Articulo;52;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;116;NA;NA;NA;NA;NA;NA;NA;Narińo
2014;Articulo;52;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;Narińo
2014;Articulo;54;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Articulo;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;Norte de Santander
2014;Articulo;54;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;83;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2014;Articulo;54;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;Norte de Santander
2014;Articulo;63;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;NA;NA;NA;NA;NA;NA;Quindío
2014;Articulo;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;NA;NA;NA;NA;NA;Quindío
2014;Articulo;63;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;119;NA;NA;NA;NA;NA;NA;NA;Quindío
2014;Articulo;63;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;Quindío
2014;Articulo;66;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;83;NA;NA;NA;NA;NA;NA;Risaralda
2014;Articulo;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93;NA;NA;NA;NA;NA;Risaralda
2014;Articulo;66;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;167;NA;NA;NA;NA;NA;NA;NA;Risaralda
2014;Articulo;66;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;Risaralda
2014;Articulo;68;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;192;NA;NA;NA;NA;NA;NA;Santander
2014;Articulo;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;300;NA;NA;NA;NA;NA;Santander
2014;Articulo;68;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;482;NA;NA;NA;NA;NA;NA;NA;Santander
2014;Articulo;68;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;187;NA;NA;NA;NA;Santander
2014;Articulo;70;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;NA;NA;NA;NA;NA;NA;Sucre
2014;Articulo;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;Sucre
2014;Articulo;70;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;47;NA;NA;NA;NA;NA;NA;NA;Sucre
2014;Articulo;70;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;NA;NA;Sucre
2014;Articulo;73;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;Tolima
2014;Articulo;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;NA;NA;NA;NA;NA;Tolima
2014;Articulo;73;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;108;NA;NA;NA;NA;NA;NA;NA;Tolima
2014;Articulo;73;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;Tolima
2014;Articulo;76;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;435;NA;NA;NA;NA;NA;NA;Valle del Cauca
2014;Articulo;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;711;NA;NA;NA;NA;NA;Valle del Cauca
2014;Articulo;76;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;1130;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2014;Articulo;76;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;429;NA;NA;NA;NA;Valle del Cauca
2014;Articulo;8;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;180;NA;NA;NA;NA;NA;NA;Atlántico
2014;Articulo;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;279;NA;NA;NA;NA;NA;Atlántico
2014;Articulo;8;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;464;NA;NA;NA;NA;NA;NA;NA;Atlántico
2014;Articulo;8;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;157;NA;NA;NA;NA;Atlántico
2014;Articulo;85;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;Casanare
2014;Articulo;85;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;Casanare
2014;Articulo;85;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;Casanare
2014;Articulo;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;Amazonas
2014;Articulo;91;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;Amazonas
2014;Articulo;91;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;Amazonas
2014;Articulo;94;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;Guainía
2014;Articulo;94;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Guainía
2014;Articulo;99;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;Vichada
2014;Articulo;99;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;Vichada
2014;Articulo;9999;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;4149;NA;NA;NA;NA;NA;NA;NA
2014;Articulo;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6315;NA;NA;NA;NA;NA;NA
2014;Articulo;9999;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;10592;NA;NA;NA;NA;NA;NA;NA;NA
2014;Articulo;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3391;NA;NA;NA;NA;NA
2014;Articulo;NA;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA
2014;Articulo;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;730;NA;NA;NA;NA;NA;NA
2014;Articulo;NA;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;744;NA;NA;NA;NA;NA;NA;NA;NA
2014;Articulo;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;376;NA;NA;NA;NA;NA
2014;Citas;0;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,23;NA;NA;Nacional
2014;Citas;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,44;NA;Nacional
2014;Citas;0;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,32;NA;NA;NA;Nacional
2014;Citas;0;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,7;Nacional
2014;Citas;11;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,53;NA;NA;Bogotá
2014;Citas;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,58;NA;Bogotá
2014;Citas;11;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,4;NA;NA;NA;Bogotá
2014;Citas;11;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,26;Bogotá
2014;Citas;13;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,22;NA;NA;Bolívar
2014;Citas;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,35;NA;Bolívar
2014;Citas;13;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,42;NA;NA;NA;Bolívar
2014;Citas;13;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,09;Bolívar
2014;Citas;15;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,38;NA;NA;Boyacá
2014;Citas;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,53;NA;Boyacá
2014;Citas;15;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,79;NA;NA;NA;Boyacá
2014;Citas;15;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,16;Boyacá
2014;Citas;17;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,89;NA;NA;Caldas
2014;Citas;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,59;NA;Caldas
2014;Citas;17;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,13;NA;NA;NA;Caldas
2014;Citas;17;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,56;Caldas
2014;Citas;18;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,12;NA;NA;Caquetá
2014;Citas;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,26;NA;Caquetá
2014;Citas;18;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,99;NA;NA;NA;Caquetá
2014;Citas;18;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,69;Caquetá
2014;Citas;19;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14;NA;NA;Cauca
2014;Citas;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,91;NA;Cauca
2014;Citas;19;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,59;NA;NA;NA;Cauca
2014;Citas;19;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,33;Cauca
2014;Citas;20;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,06;NA;NA;Cesar
2014;Citas;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,56;NA;Cesar
2014;Citas;20;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,28;NA;NA;NA;Cesar
2014;Citas;20;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;Cesar
2014;Citas;23;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,45;NA;NA;Córdoba
2014;Citas;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,14;NA;Córdoba
2014;Citas;23;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,76;NA;NA;NA;Córdoba
2014;Citas;23;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,41;Córdoba
2014;Citas;25;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,61;NA;NA;Cundinamarca
2014;Citas;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,03;NA;Cundinamarca
2014;Citas;25;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,85;NA;NA;NA;Cundinamarca
2014;Citas;25;wos;WOS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,48;Cundinamarca
2014;Citas;27;scielo;SCIELO;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,5;NA;NA;Chocó
2014;Citas;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,75;NA;Chocó
2014;Citas;27;TOTAL;TOTAL;Producción bibliográfica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,82;NA;NA;NA;Chocó
